candidate_id,r0_um,N_turns,sides,W_um,S_um,left_bridge_um,right_bridge_um,fdl_path,skill_path,gds_path,s2p_path
LQ_N2p5_R38_W10p4_S15,38.0,2.5,12,10.4,15.0,180.0,180.0,fdl/LQ_N2p5_R38_W10p4_S15.py,skill/LQ_N2p5_R38_W10p4_S15.il,gds/LQ_N2p5_R38_W10p4_S15.gds,s2p/LQ_N2p5_R38_W10p4_S15.s2p
LQ_N2p5_R37_W11p2_S15,37.0,2.5,12,11.2,15.0,180.0,180.0,fdl/LQ_N2p5_R37_W11p2_S15.py,skill/LQ_N2p5_R37_W11p2_S15.il,gds/LQ_N2p5_R37_W11p2_S15.gds,s2p/LQ_N2p5_R37_W11p2_S15.s2p
LQ_N2p5_R42_W10p4_S14,42.0,2.5,12,10.4,14.0,180.0,180.0,fdl/LQ_N2p5_R42_W10p4_S14.py,skill/LQ_N2p5_R42_W10p4_S14.il,gds/LQ_N2p5_R42_W10p4_S14.gds,s2p/LQ_N2p5_R42_W10p4_S14.s2p
LQ_N2p5_R44_W9p6_S12,44.0,2.5,12,9.6,12.0,180.0,180.0,fdl/LQ_N2p5_R44_W9p6_S12.py,skill/LQ_N2p5_R44_W9p6_S12.il,gds/LQ_N2p5_R44_W9p6_S12.gds,s2p/LQ_N2p5_R44_W9p6_S12.s2p
LQ_N2p5_R40_W11p2_S14,40.0,2.5,12,11.2,14.0,180.0,180.0,fdl/LQ_N2p5_R40_W11p2_S14.py,skill/LQ_N2p5_R40_W11p2_S14.il,gds/LQ_N2p5_R40_W11p2_S14.gds,s2p/LQ_N2p5_R40_W11p2_S14.s2p
LQ_N2p5_R36_W11p2_S15,36.0,2.5,12,11.2,15.0,180.0,180.0,fdl/LQ_N2p5_R36_W11p2_S15.py,skill/LQ_N2p5_R36_W11p2_S15.il,gds/LQ_N2p5_R36_W11p2_S15.gds,s2p/LQ_N2p5_R36_W11p2_S15.s2p
LQ_N2p5_R41_W10p4_S14,41.0,2.5,12,10.4,14.0,180.0,180.0,fdl/LQ_N2p5_R41_W10p4_S14.py,skill/LQ_N2p5_R41_W10p4_S14.il,gds/LQ_N2p5_R41_W10p4_S14.gds,s2p/LQ_N2p5_R41_W10p4_S14.s2p
LQ_N2p5_R43_W9p6_S12,43.0,2.5,12,9.6,12.0,180.0,180.0,fdl/LQ_N2p5_R43_W9p6_S12.py,skill/LQ_N2p5_R43_W9p6_S12.il,gds/LQ_N2p5_R43_W9p6_S12.gds,s2p/LQ_N2p5_R43_W9p6_S12.s2p
LQ_N2p5_R39_W11p2_S14,39.0,2.5,12,11.2,14.0,180.0,180.0,fdl/LQ_N2p5_R39_W11p2_S14.py,skill/LQ_N2p5_R39_W11p2_S14.il,gds/LQ_N2p5_R39_W11p2_S14.gds,s2p/LQ_N2p5_R39_W11p2_S14.s2p
LQ_N2p5_R40_W10p4_S14,40.0,2.5,12,10.4,14.0,180.0,180.0,fdl/LQ_N2p5_R40_W10p4_S14.py,skill/LQ_N2p5_R40_W10p4_S14.il,gds/LQ_N2p5_R40_W10p4_S14.gds,s2p/LQ_N2p5_R40_W10p4_S14.s2p
LQ_N2p5_R42_W9p6_S12,42.0,2.5,12,9.6,12.0,180.0,180.0,fdl/LQ_N2p5_R42_W9p6_S12.py,skill/LQ_N2p5_R42_W9p6_S12.il,gds/LQ_N2p5_R42_W9p6_S12.gds,s2p/LQ_N2p5_R42_W9p6_S12.s2p
LQ_N2p5_R38_W11p2_S14,38.0,2.5,12,11.2,14.0,180.0,180.0,fdl/LQ_N2p5_R38_W11p2_S14.py,skill/LQ_N2p5_R38_W11p2_S14.il,gds/LQ_N2p5_R38_W11p2_S14.gds,s2p/LQ_N2p5_R38_W11p2_S14.s2p
LQ_N2p5_R41_W9p6_S12,41.0,2.5,12,9.6,12.0,180.0,180.0,fdl/LQ_N2p5_R41_W9p6_S12.py,skill/LQ_N2p5_R41_W9p6_S12.il,gds/LQ_N2p5_R41_W9p6_S12.gds,s2p/LQ_N2p5_R41_W9p6_S12.s2p
LQ_N2p5_R75_W12_S18,75.0,2.5,12,12.0,18.0,180.0,180.0,fdl/LQ_N2p5_R75_W12_S18.py,skill/LQ_N2p5_R75_W12_S18.il,gds/LQ_N2p5_R75_W12_S18.gds,s2p/LQ_N2p5_R75_W12_S18.s2p
LQ_N2p5_R74_W12_S18,74.0,2.5,12,12.0,18.0,180.0,180.0,fdl/LQ_N2p5_R74_W12_S18.py,skill/LQ_N2p5_R74_W12_S18.il,gds/LQ_N2p5_R74_W12_S18.gds,s2p/LQ_N2p5_R74_W12_S18.s2p
LQ_N2p5_R73_W12_S18,73.0,2.5,12,12.0,18.0,180.0,180.0,fdl/LQ_N2p5_R73_W12_S18.py,skill/LQ_N2p5_R73_W12_S18.il,gds/LQ_N2p5_R73_W12_S18.gds,s2p/LQ_N2p5_R73_W12_S18.s2p
LQ_N2p5_R72_W12_S18,72.0,2.5,12,12.0,18.0,180.0,180.0,fdl/LQ_N2p5_R72_W12_S18.py,skill/LQ_N2p5_R72_W12_S18.il,gds/LQ_N2p5_R72_W12_S18.gds,s2p/LQ_N2p5_R72_W12_S18.s2p
